,locations,timeOfDay,stayTime,locationType,placeID,randomized_stay_time,,openHours,parking,diner
581,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,50.74708927437972,,,,
1593,Independence Memorial Hall,Evening,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,42.52107933488147,,,,
1594,Independence Memorial Hall,Night,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,45.922817276474234,,,,
57,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,62.24620516816544,,,,
582,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,55.77951221973281,,,,
906,Independence Memorial Hall,Night,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,61.753924830262385,,,,
905,Independence Memorial Hall,Evening,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,53.42645463121263,,,,
904,Independence Memorial Hall,Morning,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,49.401328361746536,,,,
2560,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,87.57052799914042,,,,
847,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,115.51629801798134,,,,
634,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,133.41604185323467,,,,
635,Independence Memorial Hall,Evening,200,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,210.33035436147242,,,,
2862,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,96.78745764401833,,,,
2854,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,71.37557819463784,,,,
2741,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,83.16496438208603,,,,
2853,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,74.82546206569636,,,,
770,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,66.29360991039424,,,,
2750,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,89.18243817573936,,,,
762,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,80.63166938545447,,,,
3614,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,126.59141308095565,,,,
17,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,70.94043679891242,,,,
16,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,44.69463942311177,,,,
15,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,69.10063975793315,,,,
2766,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,109.87517506905795,,,,
2863,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,107.09529255406378,,,,
3615,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,108.10088047382149,,,,
704,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,64.28692261649448,,,,
705,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,45.60437228932917,,,,
706,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,47.182327221865876,,,,
2786,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,98.85430007101118,,,,
2817,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,88.19612386048796,,,,
2816,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,80.57277013422303,,,,
736,Independence Memorial Hall,Night,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,39.00411801542384,,,,
735,Independence Memorial Hall,Evening,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,26.63402532973881,,,,
734,Independence Memorial Hall,Morning,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,46.38544182694863,,,,
2813,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,99.58866148,,,,
2793,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,77.24645821751572,,,,
2794,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,102.33055491960914,,,,
3616,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,123.43251462061313,,,,
951,Independence Memorial Hall,Morning,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,44.91523317367679,,,,
782,Independence Memorial Hall,Morning,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,59.58280249979222,,,,
784,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,76.25488421,,,,
2651,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,96.70794284650927,,,,
2652,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,96.73615752913668,,,,
636,Independence Memorial Hall,Night,200,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,196.74600438034696,,,,
2665,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,87.72484050943125,,,,
3584,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,121.21598432456265,,,,
1711,Independence Memorial Hall,Morning,150,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,151.18032338397487,,,,
1618,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,54.60072029143349,,,,
2682,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,96.36140456043057,,,,
1619,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,59.16749741966371,,,,
1620,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,58.728969387545924,,,,
3585,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,118.9092794136963,,,,
3586,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,123.61841938031402,,,,
783,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,55.105674259708806,,,,
2690,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,88.78019956012474,,,,
811,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,73.05300318070017,,,,
810,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,56.553863491188785,,,,
809,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,60.932867531622115,,,,
2876,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,84.46974318,,,,
2875,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,92.13750038835843,,,,
659,Independence Memorial Hall,Morning,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,44.13791930379692,,,,
660,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,64.07476899987334,,,,
661,Independence Memorial Hall,Night,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,38.115760215724585,,,,
2874,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,85.88456609,,,,
2712,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,76.27415873,,,,
2730,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,77.09571339304898,,,,
2864,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,83.16540589913086,,,,
2691,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,95.51389079039049,,,,
952,Independence Memorial Hall,Evening,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,40.46766409,,,,
1741,Independence Memorial Hall,Morning,150,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,156.27855478929837,,,,
100,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,68.08896116734228,,,,
3088,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,109.34037510820113,,,,
451,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,111.82047980418486,,,,
452,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,125.37805096278666,,,,
453,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,71.31082228,,,,
2355,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,75.93220230335676,,,,
3087,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,120.17149180618043,,,,
1087,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,64.80611920679856,,,,
1086,Independence Memorial Hall,Morning,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,55.92600808563559,,,,
3077,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,117.58742674332542,,,,
2367,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,72.16872495392444,,,,
2377,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,102.36971136335853,,,,
3392,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,116.48777084321621,,,,
2379,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,107.07457055652785,,,,
101,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,86.45928808906751,,,,
953,Independence Memorial Hall,Night,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,34.745410886713444,,,,
99,Independence Memorial Hall,Morning,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,41.96047995,,,,
3065,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,140.2230412329763,,,,
477,Independence Memorial Hall,Evening,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,55.64890038028474,,,,
2396,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,90.46083868788998,,,,
2397,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,89.70473916886763,,,,
478,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,52.602995593631874,,,,
2402,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,96.50813010750869,,,,
3055,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,110.95973964957722,,,,
2345,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,92.23177325699791,,,,
1105,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,68.38029499720105,,,,
1106,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,67.64063096428305,,,,
1107,Independence Memorial Hall,Night,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,34.41957350891362,,,,
2277,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,99.63633832959381,,,,
3496,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,119.00558739332165,,,,
3132,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,137.11267870475655,,,,
3131,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,108.42442380693205,,,,
1151,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,50.26281418607667,,,,
3121,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,128.0878228638511,,,,
3112,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,130.3100043746273,,,,
3503,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,119.81476065268913,,,,
3504,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,117.65157070618295,,,,
3505,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,122.69240254357517,,,,
1517,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,60.55052903996842,,,,
1047,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,56.77963242587225,,,,
2323,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,87.54973151768438,,,,
1129,Independence Memorial Hall,Night,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,37.24921541184336,,,,
1128,Independence Memorial Hall,Evening,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,38.346903350992655,,,,
2324,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,93.13617651634944,,,,
430,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,46.92806529392768,,,,
3107,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,105.88797840662772,,,,
3106,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,100.71448825901697,,,,
1518,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,74.15386787,,,,
1519,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,53.27631139639266,,,,
1819,Independence Memorial Hall,Evening,150,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,155.78129575536792,,,,
1818,Independence Memorial Hall,Morning,150,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,157.19797586775437,,,,
3089,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,131.2234961987608,,,,
429,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,69.62161907221551,,,,
1046,Independence Memorial Hall,Morning,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,58.65838059,,,,
2378,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,78.74764114861658,,,,
2411,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,72.52395519547423,,,,
2987,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,124.3654368,,,,
981,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,45.36495921594154,,,,
3526,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,122.81003904454519,,,,
3527,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,122.48311560090092,,,,
3033,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,124.68735025840769,,,,
543,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,135.08297088332148,,,,
2449,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,85.05653849732415,,,,
2450,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,86.92499398932229,,,,
1766,Independence Memorial Hall,Evening,150,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,151.14679542394802,,,,
542,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,120.94599575320089,,,,
3563,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,114.18137150791152,,,,
3523,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,125.36706498087831,,,,
2489,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,88.74260247435889,,,,
2459,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,82.20947543861378,,,,
541,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,64.00394338969733,,,,
521,Independence Memorial Hall,Evening,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,36.945295537665984,,,,
1762,Independence Memorial Hall,Night,150,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,153.50098818651915,,,,
1761,Independence Memorial Hall,Evening,150,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,156.26220530888918,,,,
982,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,44.65762490282686,,,,
2986,Independence Memorial Hall,Evening,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,127.86165905781937,,,,
2985,Independence Memorial Hall,Morning,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,114.35845583963392,,,,
1783,Independence Memorial Hall,Morning,150,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,166.7899245086277,,,,
501,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,53.79950476,,,,
1545,Independence Memorial Hall,Morning,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,65.67846751625031,,,,
1546,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,57.64821704003773,,,,
3034,Independence Memorial Hall,Night,120,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,134.12092699034542,,,,
1547,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,48.13709669,,,,
1580,Independence Memorial Hall,Night,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,43.68542643124106,,,,
1027,Independence Memorial Hall,Night,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,67.93972608127976,,,,
2422,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,92.52692962805668,,,,
2421,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,78.05755631462686,,,,
499,Independence Memorial Hall,Morning,45,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,56.53879898019779,,,,
500,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,58.12253465708396,,,,
2431,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,98.84320822144183,,,,
2513,Independence Memorial Hall,Night,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,86.17200681393906,,,,
2512,Independence Memorial Hall,Evening,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,100.08432958097671,,,,
2511,Independence Memorial Hall,Morning,90,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,102.59161514151222,,,,
1026,Independence Memorial Hall,Evening,60,Museums and Galleries,ChIJC46ViHtZ4joRCya8Jp8IxcE,74.42805316238483,,,,
3480,Kailasanathar Swamy Kovil,Night,120,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,106.42928269593146,,,,
1583,Kailasanathar Swamy Kovil,Night,200,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,196.39970524494336,,,,
1743,Kailasanathar Swamy Kovil,Evening,150,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,131.94133304696547,,,,
1582,Kailasanathar Swamy Kovil,Evening,200,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,179.02622395990318,,,,
113,Kailasanathar Swamy Kovil,Night,60,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,53.058998544167814,,,,
112,Kailasanathar Swamy Kovil,Evening,45,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,44.24711482095625,,,,
1581,Kailasanathar Swamy Kovil,Morning,200,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,220.20604000889517,,,,
70,Kailasanathar Swamy Kovil,Evening,60,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,66.80817859148772,,,,
69,Kailasanathar Swamy Kovil,Morning,60,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,63.22741294,,,,
3441,Kailasanathar Swamy Kovil,Evening,120,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,115.11023615642642,,,,
1662,Kailasanathar Swamy Kovil,Evening,150,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,147.30696023323748,,,,
1661,Kailasanathar Swamy Kovil,Morning,150,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,158.57045551901186,,,,
1744,Kailasanathar Swamy Kovil,Night,150,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,140.10277160300683,,,,
71,Kailasanathar Swamy Kovil,Night,60,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,58.376385440706514,,,,
1822,Kailasanathar Swamy Kovil,Morning,150,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,133.63696327343357,,,,
1433,Kailasanathar Swamy Kovil,Morning,60,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,57.408901113240546,,,,
197,Kailasanathar Swamy Kovil,Night,45,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,47.20411288068306,,,,
1943,Kailasanathar Swamy Kovil,Evening,180,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,182.06255078341823,,,,
3577,Kailasanathar Swamy Kovil,Morning,120,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,125.41521734289473,,,,
1797,Kailasanathar Swamy Kovil,Morning,150,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,152.23669615836224,,,,
1942,Kailasanathar Swamy Kovil,Morning,180,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,180.89247756396927,,,,
155,Kailasanathar Swamy Kovil,Night,45,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,74.32683303964491,,,,
154,Kailasanathar Swamy Kovil,Evening,45,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,35.09288315459595,,,,
1548,Kailasanathar Swamy Kovil,Morning,60,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,48.62615565981251,,,,
153,Kailasanathar Swamy Kovil,Morning,60,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,65.16005024750427,,,,
1808,Kailasanathar Swamy Kovil,Morning,150,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,152.85408005410613,,,,
1809,Kailasanathar Swamy Kovil,Evening,150,Religious Site,ChIJ29ux5BlZ4joRqIYssICvt2w,154.93670336377144,,,,
